Sr. No.,Value date,Transaction Date,Cheque Number,Transacting Remarks,Withdrawal Amount,Deposit Amount,Balance
5540,2022-03-28,2022-03-28,100137,Cheque Issued,813.60,0.00,2541794.58
5541,2022-03-29,2022-03-29,,Rental Income,0.00,1455.75,2543250.33
5542,2022-03-29,2022-03-29,,Salary Credit,0.00,2045.02,2545295.35
5543,2022-03-29,2022-03-29,,Utility Payment,201.85,0.00,2545093.50
5544,2022-03-30,2022-03-29,,Transfer Received,0.00,2832.03,2547925.53
5545,2022-03-29,2022-03-29,,Interest Credited,0.00,39.61,2547965.14
5546,2022-03-28,2022-03-29,,Salary Credit,0.00,4684.63,2552649.77
5547,2022-03-29,2022-03-29,,Investment - Mutual Funds,2224.83,0.00,2550424.94
5548,2022-03-29,2022-03-29,,ATM Withdrawal,123.81,0.00,2550301.13
5549,2022-03-30,2022-03-30,,Salary Credit,0.00,2682.67,2552983.80
5550,2022-03-30,2022-03-30,,Investment - Mutual Funds,458.63,0.00,2552525.17
5551,2022-03-31,2022-03-30,,Groceries - Online Delivery,79.42,0.00,2552445.75
5552,2022-03-30,2022-03-30,,Utility Payment,140.35,0.00,2552305.40
5553,2022-03-30,2022-03-30,,ATM Withdrawal,346.92,0.00,2551958.48
5554,2022-03-30,2022-03-30,,Investment - SIP,174.40,0.00,2551784.08
5555,2022-03-30,2022-03-30,,Dining Out,52.77,0.00,2551731.31
5556,2022-03-30,2022-03-30,,Groceries - Supermarket,158.20,0.00,2551573.11
5557,2022-03-30,2022-03-30,,ATM Withdrawal,325.63,0.00,2551247.48
5558,2022-03-31,2022-03-31,,Utility Payment,117.63,0.00,2551129.85
5559,2022-03-31,2022-03-31,,ATM Withdrawal,375.59,0.00,2550754.26
5560,2022-04-01,2022-03-31,,Online Transfer,1230.93,0.00,2549523.33
5561,2022-04-01,2022-03-31,,Salary Credit,0.00,2039.66,2551562.99
5562,2022-03-31,2022-03-31,,Transfer Received,0.00,1236.38,2552799.37
5563,2022-03-31,2022-03-31,,Online Transfer,203.86,0.00,2552595.51
5564,2022-03-31,2022-03-31,,Salary Credit,0.00,4118.50,2556714.01
5565,2022-03-31,2022-04-01,,ATM Withdrawal,461.96,0.00,2556252.05
5566,2022-04-01,2022-04-01,,Investment - Mutual Funds,1933.25,0.00,2554318.80
5567,2022-04-01,2022-04-01,,Groceries - Supermarket,186.68,0.00,2554132.12
5568,2022-04-02,2022-04-01,,Transfer Received,0.00,2482.41,2556614.53
5569,2022-04-01,2022-04-01,,Transfer Received,0.00,2922.18,2559536.71
5570,2022-03-31,2022-04-01,,Interest Credited,0.00,74.50,2559611.21
5571,2022-04-01,2022-04-01,100138,Cheque Issued,1623.58,0.00,2557987.63
5572,2022-04-01,2022-04-01,,Transfer Received,0.00,2249.63,2560237.26
5573,2022-04-02,2022-04-01,,Daily Essentials,19.34,0.00,2560217.92
5574,2022-04-02,2022-04-02,,Groceries - Online Delivery,147.99,0.00,2560069.93
5575,2022-04-02,2022-04-02,,ATM Withdrawal,258.36,0.00,2559811.57
5576,2022-04-02,2022-04-02,,Cash Deposit,0.00,429.47,2560241.04
5577,2022-04-02,2022-04-03,,Groceries - Supermarket,104.89,0.00,2560136.15
5578,2022-04-03,2022-04-03,,ATM Withdrawal,304.11,0.00,2559832.04
5579,2022-04-02,2022-04-03,,Takeout,46.84,0.00,2559785.20
5580,2022-04-04,2022-04-04,,Transfer Received,0.00,1557.87,2561343.07
5581,2022-04-04,2022-04-04,,Transfer Received,0.00,1658.71,2563001.78
5582,2022-04-04,2022-04-04,,ATM Withdrawal,343.37,0.00,2562658.41
5583,2022-04-05,2022-04-04,,Interest Credited,0.00,58.08,2562716.49
5584,2022-04-05,2022-04-04,,Salary Credit,0.00,2039.06,2564755.55
5585,2022-04-04,2022-04-04,,Interest Credited,0.00,34.60,2564790.15
5586,2022-04-04,2022-04-04,,Credit Card Payment,668.49,0.00,2564121.66
5587,2022-04-05,2022-04-05,,Online Transfer,1183.52,0.00,2562938.14
5588,2022-04-05,2022-04-05,,Credit Card Payment,835.47,0.00,2562102.67
5589,2022-04-06,2022-04-05,,Salary Credit,0.00,3720.65,2565823.32
5590,2022-04-05,2022-04-05,,Interest Credited,0.00,20.61,2565843.93
5591,2022-04-04,2022-04-05,,Transfer Received,0.00,2755.48,2568599.41
5592,2022-04-05,2022-04-05,,Salary Credit,0.00,4459.08,2573058.49
5593,2022-04-05,2022-04-05,,Online Transfer,261.40,0.00,2572797.09
5594,2022-04-05,2022-04-05,,Interest Credited,0.00,21.78,2572818.87
5595,2022-04-05,2022-04-05,,Salary Credit,0.00,4668.81,2577487.68
5596,2022-04-05,2022-04-05,,Transfer Received,0.00,1973.50,2579461.18
5597,2022-04-04,2022-04-05,,Interest Credited,0.00,41.35,2579502.53
5598,2022-04-06,2022-04-06,,ATM Withdrawal,392.89,0.00,2579109.64
5599,2022-04-05,2022-04-06,,ATM Withdrawal,429.18,0.00,2578680.46
5600,2022-04-06,2022-04-06,,Dining Out,97.25,0.00,2578583.21
5601,2022-04-06,2022-04-06,,Groceries - Supermarket,198.65,0.00,2578384.56
5602,2022-04-06,2022-04-06,,Utility Payment,249.49,0.00,2578135.07
5603,2022-04-06,2022-04-06,,Utility Payment,75.20,0.00,2578059.87
5604,2022-04-07,2022-04-06,,Groceries - Supermarket,43.65,0.00,2578016.22
5605,2022-04-07,2022-04-06,,Groceries - Supermarket,134.44,0.00,2577881.78
5606,2022-04-06,2022-04-06,,Salary Credit,0.00,3586.47,2581468.25
5607,2022-04-07,2022-04-06,,Investment Returns,0.00,649.45,2582117.70
5608,2022-04-07,2022-04-07,,Salary Credit,0.00,2576.58,2584694.28
5609,2022-04-06,2022-04-07,,Credit Card Payment,671.35,0.00,2584022.93
5610,2022-04-07,2022-04-07,,Investment - Stocks,4084.70,0.00,2579938.23
5611,2022-04-07,2022-04-07,,Groceries - Supermarket,70.59,0.00,2579867.64
5612,2022-04-07,2022-04-07,,Takeout,40.28,0.00,2579827.36
5613,2022-04-07,2022-04-07,,Online Transfer,1042.71,0.00,2578784.65
5614,2022-04-07,2022-04-07,,Utility Payment,54.22,0.00,2578730.43
5615,2022-04-08,2022-04-07,,Interest Credited,0.00,84.93,2578815.36
5616,2022-04-07,2022-04-07,,Transfer Received,0.00,2353.53,2581168.89
5617,2022-04-08,2022-04-07,,Transfer Received,0.00,1015.66,2582184.55
5618,2022-04-08,2022-04-08,,Utility Payment,206.44,0.00,2581978.11
5619,2022-04-09,2022-04-08,,Interest Credited,0.00,41.14,2582019.25
5620,2022-04-08,2022-04-08,,Investment - Mutual Funds,2984.53,0.00,2579034.72
5621,2022-04-09,2022-04-09,,Groceries - Online Delivery,100.96,0.00,2578933.76
5622,2022-04-10,2022-04-09,,ATM Withdrawal,376.01,0.00,2578557.75
5623,2022-04-09,2022-04-09,,Transfer Received,0.00,983.83,2579541.58
5624,2022-04-09,2022-04-09,,Investment - Mutual Funds,2361.65,0.00,2577179.93
5625,2022-04-08,2022-04-09,,Dining Out,43.89,0.00,2577136.04
5626,2022-04-08,2022-04-09,,Investment - Mutual Funds,2703.37,0.00,2574432.67
5627,2022-04-10,2022-04-10,,Daily Essentials,41.61,0.00,2574391.06
5628,2022-04-10,2022-04-10,,Loan EMI,1368.33,0.00,2573022.73
5629,2022-04-10,2022-04-10,,ATM Withdrawal,262.20,0.00,2572760.53
5630,2022-04-09,2022-04-10,,Cash Deposit,0.00,567.61,2573328.14
5631,2022-04-10,2022-04-10,,Groceries - Supermarket,167.74,0.00,2573160.40
5632,2022-04-10,2022-04-10,,Interest Credited,0.00,28.26,2573188.66
5633,2022-04-09,2022-04-10,,Transfer Received,0.00,2108.40,2575297.06
5634,2022-04-11,2022-04-11,,Online Transfer,167.30,0.00,2575129.76
5635,2022-04-11,2022-04-11,,Salary Credit,0.00,3534.19,2578663.95
5636,2022-04-11,2022-04-11,,Groceries - Supermarket,25.44,0.00,2578638.51
5637,2022-04-12,2022-04-11,,Coffee Shop,19.16,0.00,2578619.35
5638,2022-04-11,2022-04-11,,Transfer Received,0.00,1544.33,2580163.68
5639,2022-04-11,2022-04-11,,Interest Credited,0.00,12.02,2580175.70
5640,2022-04-12,2022-04-12,,Salary Credit,0.00,4295.46,2584471.16
5641,2022-04-12,2022-04-12,,Groceries - Online Delivery,86.34,0.00,2584384.82
5642,2022-04-12,2022-04-12,,Transfer Received,0.00,640.38,2585025.20
5643,2022-04-11,2022-04-12,,Salary Credit,0.00,4396.07,2589421.27
5644,2022-04-12,2022-04-12,,Transfer Received,0.00,2296.73,2591718.00
5645,2022-04-12,2022-04-12,,ATM Withdrawal,472.30,0.00,2591245.70
5646,2022-04-13,2022-04-13,,ATM Withdrawal,280.02,0.00,2590965.68
5647,2022-04-13,2022-04-13,,Interest Credited,0.00,87.78,2591053.46
5648,2022-04-13,2022-04-13,,Rental Income,0.00,1682.78,2592736.24
5649,2022-04-13,2022-04-13,100139,Cheque Issued,1886.25,0.00,2590849.99
5650,2022-04-13,2022-04-13,,Loan EMI,1613.18,0.00,2589236.81
5651,2022-04-12,2022-04-13,,Transfer Received,0.00,2718.51,2591955.32
5652,2022-04-12,2022-04-13,,Coffee Shop,7.47,0.00,2591947.85
5653,2022-04-13,2022-04-13,,Groceries - Supermarket,126.62,0.00,2591821.23
5654,2022-04-13,2022-04-13,,Interest Credited,0.00,78.93,2591900.16
5655,2022-04-13,2022-04-13,,Salary Credit,0.00,3382.79,2595282.95
5656,2022-04-13,2022-04-13,,Salary Credit,0.00,2898.04,2598180.99
5657,2022-04-14,2022-04-14,,Salary Credit,0.00,4838.23,2603019.22
5658,2022-04-15,2022-04-14,,Salary Credit,0.00,4513.76,2607532.98
5659,2022-04-14,2022-04-14,,Salary Credit,0.00,3651.97,2611184.95
5660,2022-04-14,2022-04-14,,Groceries - Supermarket,176.24,0.00,2611008.71
5661,2022-04-14,2022-04-14,,Groceries - Supermarket,169.34,0.00,2610839.37
5662,2022-04-14,2022-04-14,,Groceries - Online Delivery,92.24,0.00,2610747.13
5663,2022-04-14,2022-04-14,,ATM Withdrawal,134.79,0.00,2610612.34
5664,2022-04-14,2022-04-14,,Salary Credit,0.00,2898.54,2613510.88
5665,2022-04-15,2022-04-14,,Salary Credit,0.00,2105.52,2615616.40
5666,2022-04-15,2022-04-15,,ATM Withdrawal,70.51,0.00,2615545.89
5667,2022-04-15,2022-04-15,,Credit Card Payment,313.93,0.00,2615231.96
5668,2022-04-15,2022-04-15,,Investment Returns,0.00,157.96,2615389.92
5669,2022-04-16,2022-04-15,,Transfer Received,0.00,582.79,2615972.71
5670,2022-04-15,2022-04-15,,Credit Card Payment,505.19,0.00,2615467.52
5671,2022-04-15,2022-04-15,,Salary Credit,0.00,4259.71,2619727.23
5672,2022-04-15,2022-04-15,,Transfer Received,0.00,1198.96,2620926.19
5673,2022-04-16,2022-04-15,,Transfer Received,0.00,1409.91,2622336.10
5674,2022-04-15,2022-04-15,,Utility Payment,268.73,0.00,2622067.37
5675,2022-04-15,2022-04-15,,Utility Payment,228.59,0.00,2621838.78
5676,2022-04-15,2022-04-16,,Online Transfer,1571.62,0.00,2620267.16
5677,2022-04-16,2022-04-16,,Interest Credited,0.00,17.54,2620284.70
5678,2022-04-16,2022-04-16,,ATM Withdrawal,381.30,0.00,2619903.40
5679,2022-04-16,2022-04-16,,ATM Withdrawal,295.13,0.00,2619608.27
5680,2022-04-15,2022-04-16,,Cash Deposit,0.00,614.76,2620223.03
5681,2022-04-16,2022-04-16,,ATM Withdrawal,226.68,0.00,2619996.35
5682,2022-04-16,2022-04-16,,ATM Withdrawal,192.50,0.00,2619803.85
5683,2022-04-17,2022-04-16,,Online Transfer,1237.56,0.00,2618566.29
5684,2022-04-17,2022-04-17,,Online Transfer,1272.93,0.00,2617293.36
5685,2022-04-18,2022-04-17,,Salary Credit,0.00,3512.48,2620805.84
5686,2022-04-17,2022-04-17,,Salary Credit,0.00,2973.83,2623779.67
5687,2022-04-16,2022-04-17,,ATM Withdrawal,23.24,0.00,2623756.43
5688,2022-04-17,2022-04-17,,Investment Returns,0.00,104.35,2623860.78
5689,2022-04-17,2022-04-17,,Groceries - Online Delivery,118.71,0.00,2623742.07
5690,2022-04-17,2022-04-17,,ATM Withdrawal,218.77,0.00,2623523.30
5691,2022-04-18,2022-04-18,,Interest Credited,0.00,20.94,2623544.24
5692,2022-04-18,2022-04-18,,ATM Withdrawal,369.19,0.00,2623175.05
5693,2022-04-18,2022-04-18,,Transfer Received,0.00,961.61,2624136.66
5694,2022-04-18,2022-04-18,,ATM Withdrawal,351.48,0.00,2623785.18
5695,2022-04-18,2022-04-18,,Cash Deposit,0.00,602.89,2624388.07
5696,2022-04-18,2022-04-18,,Salary Credit,0.00,2662.27,2627050.34
5697,2022-04-18,2022-04-18,,Rental Income,0.00,2693.40,2629743.74
5698,2022-04-18,2022-04-18,,Interest Credited,0.00,54.02,2629797.76
5699,2022-04-18,2022-04-18,,Transfer Received,0.00,2468.02,2632265.78
5700,2022-04-19,2022-04-19,,Transfer Received,0.00,2989.17,2635254.95
5701,2022-04-19,2022-04-19,,Salary Credit,0.00,2550.07,2637805.02
5702,2022-04-18,2022-04-19,,Credit Card Payment,366.44,0.00,2637438.58
5703,2022-04-19,2022-04-19,,Credit Card Payment,530.57,0.00,2636908.01
5704,2022-04-19,2022-04-19,,Online Transfer,390.06,0.00,2636517.95
5705,2022-04-19,2022-04-19,,Credit Card Payment,235.59,0.00,2636282.36
5706,2022-04-19,2022-04-20,,Interest Credited,0.00,48.40,2636330.76
5707,2022-04-20,2022-04-20,,Transfer Received,0.00,1839.81,2638170.57
5708,2022-04-20,2022-04-20,,Loan EMI,545.49,0.00,2637625.08
5709,2022-04-19,2022-04-20,,Online Transfer,425.79,0.00,2637199.29
5710,2022-04-20,2022-04-20,,Transfer Received,0.00,1441.51,2638640.80
5711,2022-04-19,2022-04-20,,Utility Payment,133.34,0.00,2638507.46
5712,2022-04-20,2022-04-20,,Credit Card Payment,266.23,0.00,2638241.23
5713,2022-04-21,2022-04-21,,Groceries - Supermarket,139.42,0.00,2638101.81
5714,2022-04-22,2022-04-21,,Online Transfer,982.93,0.00,2637118.88
5715,2022-04-21,2022-04-21,,Interest Credited,0.00,96.95,2637215.83
5716,2022-04-21,2022-04-21,,Utility Payment,88.34,0.00,2637127.49
5717,2022-04-21,2022-04-21,,ATM Withdrawal,396.89,0.00,2636730.60
5718,2022-04-22,2022-04-22,,Salary Credit,0.00,3840.37,2640570.97
5719,2022-04-22,2022-04-22,,Dining Out,85.35,0.00,2640485.62
5720,2022-04-22,2022-04-22,,ATM Withdrawal,328.02,0.00,2640157.60
5721,2022-04-22,2022-04-22,,Loan EMI,1267.63,0.00,2638889.97
5722,2022-04-22,2022-04-22,,Salary Credit,0.00,4568.90,2643458.87
5723,2022-04-22,2022-04-22,,ATM Withdrawal,336.80,0.00,2643122.07
5724,2022-04-22,2022-04-23,,Transfer Received,0.00,2261.03,2645383.10
5725,2022-04-23,2022-04-23,,Salary Credit,0.00,3898.52,2649281.62
5726,2022-04-23,2022-04-23,,Salary Credit,0.00,2884.65,2652166.27
5727,2022-04-23,2022-04-23,,Transfer Received,0.00,2507.09,2654673.36
5728,2022-04-23,2022-04-23,,Salary Credit,0.00,4616.92,2659290.28
5729,2022-04-24,2022-04-23,,Groceries - Online Delivery,77.82,0.00,2659212.46
5730,2022-04-23,2022-04-24,,Groceries - Supermarket,72.77,0.00,2659139.69
5731,2022-04-24,2022-04-24,,ATM Withdrawal,62.78,0.00,2659076.91
5732,2022-04-24,2022-04-24,,Interest Credited,0.00,86.19,2659163.10
5733,2022-04-24,2022-04-24,,Dining Out,82.02,0.00,2659081.08
5734,2022-04-24,2022-04-24,,Online Transfer,1825.26,0.00,2657255.82
5735,2022-04-24,2022-04-24,,Daily Essentials,32.52,0.00,2657223.30
5736,2022-04-25,2022-04-24,,Groceries - Supermarket,184.40,0.00,2657038.90
5737,2022-04-23,2022-04-24,,Loan EMI,1200.54,0.00,2655838.36
5738,2022-04-24,2022-04-24,,Salary Credit,0.00,3729.19,2659567.55
5739,2022-04-25,2022-04-25,,Takeout,10.15,0.00,2659557.40
5740,2022-04-25,2022-04-25,,Credit Card Payment,842.18,0.00,2658715.22
5741,2022-04-26,2022-04-25,,Utility Payment,75.78,0.00,2658639.44
5742,2022-04-26,2022-04-25,,Credit Card Payment,417.74,0.00,2658221.70
5743,2022-04-25,2022-04-25,,Interest Credited,0.00,28.45,2658250.15
5744,2022-04-25,2022-04-25,,Online Transfer,156.91,0.00,2658093.24
5745,2022-04-25,2022-04-25,,ATM Withdrawal,463.88,0.00,2657629.36
5746,2022-04-24,2022-04-25,,Transfer Received,0.00,1008.65,2658638.01
5747,2022-04-25,2022-04-25,,ATM Withdrawal,392.93,0.00,2658245.08
5748,2022-04-25,2022-04-25,,Transfer Received,0.00,1170.67,2659415.75
5749,2022-04-26,2022-04-26,,Transfer Received,0.00,647.31,2660063.06
5750,2022-04-27,2022-04-26,,Loan EMI,918.22,0.00,2659144.84
5751,2022-04-27,2022-04-26,,Online Transfer,1412.71,0.00,2657732.13
5752,2022-04-25,2022-04-26,,Groceries - Online Delivery,83.52,0.00,2657648.61
5753,2022-04-25,2022-04-26,,Transfer Received,0.00,2797.44,2660446.05
5754,2022-04-26,2022-04-26,,Credit Card Payment,760.41,0.00,2659685.64
5755,2022-04-26,2022-04-26,,Utility Payment,216.88,0.00,2659468.76
5756,2022-04-27,2022-04-27,,Credit Card Payment,568.44,0.00,2658900.32
5757,2022-04-27,2022-04-27,,Utility Payment,236.29,0.00,2658664.03
5758,2022-04-28,2022-04-27,,Transfer Received,0.00,2128.81,2660792.84
5759,2022-04-27,2022-04-27,,Utility Payment,234.51,0.00,2660558.33
5760,2022-04-27,2022-04-27,,Online Transfer,939.98,0.00,2659618.35
5761,2022-04-27,2022-04-27,,Groceries - Supermarket,25.52,0.00,2659592.83
5762,2022-04-27,2022-04-27,,ATM Withdrawal,386.17,0.00,2659206.66
5763,2022-04-27,2022-04-27,,ATM Withdrawal,118.21,0.00,2659088.45
5764,2022-04-29,2022-04-28,,Salary Credit,0.00,2624.79,2661713.24
5765,2022-04-28,2022-04-28,,Daily Essentials,48.12,0.00,2661665.12
5766,2022-04-28,2022-04-28,,Credit Card Payment,835.58,0.00,2660829.54
5767,2022-04-27,2022-04-28,,Online Transfer,1165.52,0.00,2659664.02
5768,2022-04-28,2022-04-28,100140,Cheque Issued,756.11,0.00,2658907.91
5769,2022-04-28,2022-04-28,,Groceries - Supermarket,61.35,0.00,2658846.56
5770,2022-04-28,2022-04-28,,Groceries - Supermarket,189.08,0.00,2658657.48
5771,2022-04-28,2022-04-28,,Investment Returns,0.00,244.24,2658901.72
5772,2022-04-28,2022-04-28,,Online Transfer,1799.69,0.00,2657102.03
5773,2022-04-28,2022-04-28,,Transfer Received,0.00,2925.03,2660027.06
5774,2022-04-28,2022-04-28,,Online Transfer,363.05,0.00,2659664.01
5775,2022-04-29,2022-04-29,,Salary Credit,0.00,3778.07,2663442.08
5776,2022-04-30,2022-04-29,,Online Transfer,1005.93,0.00,2662436.15
5777,2022-04-30,2022-04-29,,Online Transfer,738.09,0.00,2661698.06
5778,2022-04-29,2022-04-29,,Utility Payment,217.23,0.00,2661480.83
5779,2022-04-29,2022-04-29,,Dining Out,25.10,0.00,2661455.73
5780,2022-04-29,2022-04-29,,Dividend Received,0.00,394.92,2661850.65
5781,2022-04-29,2022-04-29,,ATM Withdrawal,23.17,0.00,2661827.48
5782,2022-04-28,2022-04-29,,Loan EMI,1003.06,0.00,2660824.42
5783,2022-04-30,2022-04-30,,Salary Credit,0.00,4499.37,2665323.79
5784,2022-04-30,2022-04-30,,Credit Card Payment,817.29,0.00,2664506.50
5785,2022-04-30,2022-04-30,,Transfer Received,0.00,2293.35,2666799.85
5786,2022-05-01,2022-04-30,,Groceries - Supermarket,116.33,0.00,2666683.52
5787,2022-04-30,2022-04-30,,Investment - Stocks,1495.72,0.00,2665187.80
5788,2022-04-29,2022-04-30,,ATM Withdrawal,80.46,0.00,2665107.34
5789,2022-04-29,2022-04-30,,Transfer Received,0.00,1894.63,2667001.97
5790,2022-04-30,2022-04-30,,Dividend Received,0.00,252.55,2667254.52
5791,2022-04-29,2022-04-30,,Credit Card Payment,975.59,0.00,2666278.93
5792,2022-04-30,2022-04-30,,Transfer Received,0.00,1534.11,2667813.04
5793,2022-05-01,2022-05-01,,Transfer Received,0.00,2553.12,2670366.16
5794,2022-04-30,2022-05-01,,Utility Payment,141.17,0.00,2670224.99
5795,2022-05-01,2022-05-01,,Transfer Received,0.00,1391.89,2671616.88
5796,2022-05-03,2022-05-02,,Online Transfer,1482.62,0.00,2670134.26
5797,2022-05-01,2022-05-02,,Utility Payment,253.35,0.00,2669880.91
5798,2022-05-02,2022-05-02,,Transfer Received,0.00,1176.88,2671057.79
5799,2022-05-02,2022-05-02,,Cash Deposit,0.00,497.02,2671554.81
5800,2022-05-02,2022-05-02,,ATM Withdrawal,288.65,0.00,2671266.16
5801,2022-05-02,2022-05-02,,Salary Credit,0.00,3700.93,2674967.09
5802,2022-05-04,2022-05-03,,Transfer Received,0.00,556.16,2675523.25
5803,2022-05-03,2022-05-03,,Transfer Received,0.00,2664.06,2678187.31
5804,2022-05-03,2022-05-03,,Online Transfer,1441.52,0.00,2676745.79
5805,2022-05-02,2022-05-03,,Cash Deposit,0.00,538.01,2677283.80
5806,2022-05-04,2022-05-03,,Transfer Received,0.00,733.63,2678017.43
5807,2022-05-03,2022-05-03,,Dividend Received,0.00,175.09,2678192.52
5808,2022-05-05,2022-05-04,,Dining Out,63.26,0.00,2678129.26
5809,2022-05-05,2022-05-04,,Online Transfer,1219.11,0.00,2676910.15
5810,2022-05-03,2022-05-04,,Salary Credit,0.00,3171.17,2680081.32
5811,2022-05-04,2022-05-04,100141,Cheque Issued,880.09,0.00,2679201.23
5812,2022-05-04,2022-05-04,,Transfer Received,0.00,2401.29,2681602.52
5813,2022-05-04,2022-05-04,,Coffee Shop,12.39,0.00,2681590.13
5814,2022-05-05,2022-05-04,,Transfer Received,0.00,2530.93,2684121.06
5815,2022-05-04,2022-05-04,,Investment Returns,0.00,584.44,2684705.50
5816,2022-05-04,2022-05-04,,Groceries - Supermarket,107.86,0.00,2684597.64
5817,2022-05-05,2022-05-05,,Groceries - Supermarket,198.59,0.00,2684399.05
5818,2022-05-05,2022-05-05,,Transfer Received,0.00,1865.85,2686264.90
5819,2022-05-05,2022-05-05,,Groceries - Supermarket,115.25,0.00,2686149.65
5820,2022-05-05,2022-05-05,,Salary Credit,0.00,3135.73,2689285.38
5821,2022-05-05,2022-05-05,,Dividend Received,0.00,82.92,2689368.30
5822,2022-05-04,2022-05-05,,Transfer Received,0.00,2564.27,2691932.57
5823,2022-05-05,2022-05-05,,Credit Card Payment,314.20,0.00,2691618.37
5824,2022-05-06,2022-05-06,100142,Cheque Issued,1241.90,0.00,2690376.47
5825,2022-05-06,2022-05-06,,Utility Payment,191.70,0.00,2690184.77
5826,2022-05-06,2022-05-06,,Transfer Received,0.00,2974.45,2693159.22
5827,2022-05-06,2022-05-06,,Transfer Received,0.00,1468.30,2694627.52
5828,2022-05-08,2022-05-07,,Dividend Received,0.00,377.76,2695005.28
5829,2022-05-07,2022-05-07,,Cash Deposit,0.00,227.02,2695232.30
5830,2022-05-07,2022-05-07,,Groceries - Supermarket,124.26,0.00,2695108.04
5831,2022-05-07,2022-05-07,,Dining Out,30.64,0.00,2695077.40
5832,2022-05-07,2022-05-07,,Transfer Received,0.00,1893.73,2696971.13
5833,2022-05-08,2022-05-08,,Transfer Received,0.00,2481.15,2699452.28
5834,2022-05-08,2022-05-08,,Groceries - Supermarket,119.38,0.00,2699332.90
5835,2022-05-08,2022-05-08,,ATM Withdrawal,175.32,0.00,2699157.58
5836,2022-05-09,2022-05-08,100143,Cheque Issued,2531.07,0.00,2696626.51
5837,2022-05-09,2022-05-09,,Salary Credit,0.00,3684.32,2700310.83
5838,2022-05-09,2022-05-09,,Investment - Stocks,2140.13,0.00,2698170.70
5839,2022-05-09,2022-05-09,100144,Cheque Issued,1821.73,0.00,2696348.97
5840,2022-05-09,2022-05-09,,Utility Payment,120.11,0.00,2696228.86
5841,2022-05-10,2022-05-09,,Transfer Received,0.00,1680.54,2697909.40
5842,2022-05-10,2022-05-09,,Salary Credit,0.00,2902.10,2700811.50
5843,2022-05-10,2022-05-10,,Loan EMI,757.51,0.00,2700053.99
5844,2022-05-09,2022-05-10,,Rental Income,0.00,1897.60,2701951.59
5845,2022-05-10,2022-05-10,,Transfer Received,0.00,2660.92,2704612.51
5846,2022-05-10,2022-05-10,,Dining Out,33.90,0.00,2704578.61
5847,2022-05-10,2022-05-10,,Online Transfer,1278.85,0.00,2703299.76
5848,2022-05-10,2022-05-10,,Investment Returns,0.00,324.67,2703624.43
5849,2022-05-10,2022-05-10,,Loan EMI,1282.91,0.00,2702341.52
5850,2022-05-10,2022-05-10,,Interest Credited,0.00,79.21,2702420.73
5851,2022-05-12,2022-05-11,,Salary Credit,0.00,4706.82,2707127.55
5852,2022-05-11,2022-05-11,,Groceries - Supermarket,85.32,0.00,2707042.23
5853,2022-05-12,2022-05-11,,ATM Withdrawal,222.45,0.00,2706819.78
5854,2022-05-11,2022-05-11,,Cash Deposit,0.00,658.56,2707478.34
5855,2022-05-12,2022-05-12,,ATM Withdrawal,389.53,0.00,2707088.81
5856,2022-05-12,2022-05-12,,Salary Credit,0.00,4620.11,2711708.92
5857,2022-05-12,2022-05-12,,ATM Withdrawal,317.81,0.00,2711391.11
5858,2022-05-12,2022-05-12,,Transfer Received,0.00,2657.36,2714048.47
5859,2022-05-13,2022-05-12,,Transfer Received,0.00,2736.66,2716785.13
5860,2022-05-12,2022-05-13,,Transfer Received,0.00,1524.50,2718309.63
5861,2022-05-13,2022-05-13,,Credit Card Payment,699.76,0.00,2717609.87
5862,2022-05-13,2022-05-13,,Transfer Received,0.00,980.74,2718590.61
5863,2022-05-13,2022-05-13,,ATM Withdrawal,345.67,0.00,2718244.94
5864,2022-05-13,2022-05-13,,Transfer Received,0.00,1012.26,2719257.20
5865,2022-05-13,2022-05-13,,Credit Card Payment,603.37,0.00,2718653.83
5866,2022-05-14,2022-05-13,,Transfer Received,0.00,1266.13,2719919.96
5867,2022-05-13,2022-05-13,100145,Cheque Issued,2812.40,0.00,2717107.56
5868,2022-05-12,2022-05-13,,Transfer Received,0.00,1532.17,2718639.73
5869,2022-05-14,2022-05-14,,Groceries - Supermarket,40.21,0.00,2718599.52
5870,2022-05-14,2022-05-14,,Dividend Received,0.00,246.99,2718846.51
5871,2022-05-14,2022-05-14,,ATM Withdrawal,126.70,0.00,2718719.81
5872,2022-05-14,2022-05-14,,Groceries - Supermarket,115.11,0.00,2718604.70
5873,2022-05-14,2022-05-14,,ATM Withdrawal,22.84,0.00,2718581.86
5874,2022-05-14,2022-05-14,,Credit Card Payment,470.78,0.00,2718111.08
5875,2022-05-14,2022-05-14,,Transfer Received,0.00,2306.52,2720417.60
5876,2022-05-14,2022-05-15,,Utility Payment,137.60,0.00,2720280.00
5877,2022-05-14,2022-05-15,,Salary Credit,0.00,2816.82,2723096.82
5878,2022-05-15,2022-05-15,,Transfer Received,0.00,1120.66,2724217.48
5879,2022-05-15,2022-05-15,,Dining Out,80.84,0.00,2724136.64
5880,2022-05-16,2022-05-15,,Salary Credit,0.00,2138.17,2726274.81
5881,2022-05-15,2022-05-15,,ATM Withdrawal,73.10,0.00,2726201.71
5882,2022-05-16,2022-05-16,,Online Transfer,1629.90,0.00,2724571.81
5883,2022-05-15,2022-05-16,,Groceries - Online Delivery,102.86,0.00,2724468.95
